    -2.716825856         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     5.212681907         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     10.79557837         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
    -1.130611953         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     27.82979723         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     1.715589726         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     3.402615507         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     6.684762839         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
    -1.184217212         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
    -1.297085523         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     9.465259021         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     23.86765701         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     3.021259033         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     4.485299281         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     2.106078310         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     28.15228273         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     11.22287882         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     3.728389021         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     26.21518544         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     4.613546350         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     6.281027043         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     21.21811813         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     26.04726298         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     26.90314102         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     1.733629466         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     5.017021096         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     1.734936634         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     3.640263999         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     18.79977774         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     21.62734615         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     5.264059477         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
     1.349354422         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
    -1.189877279         62.58949123          1        1.0000000000        1.0000000000        1.0000000000        0.0000000000
